"","budget","revenue","vote_average","runtime","popularity"
"1314",38000000,58401898,6.3,133,30.359164
"1317",10000000,47536959,6.9,110,18.664624
"1319",15000000,19629760,7.8,109,52.731379
"1324",32000000,28258060,7,137,25.682509
"1330",40000000,79700000,5.8,110,27.009723
"1333",38000000,90247624,7.7,123,33.003828
"1334",37000000,48451803,7.5,188,30.993736
"1335",30000000,55583804,5.3,107,25.825771
"1343",36000000,50159144,6.6,95,9.176339
"1345",36000000,64572262,6,101,33.926473
"1347",42000000,32168970,5.4,124,11.470135
"1348",36000000,44350926,5.8,109,19.854932
"1349",37000000,26250020,5.2,105,29.652536
"1355",37000000,63800345,5.2,81,6.293217
"1371",35000000,69823199,6.5,123,45.149948
"1379",1800000,25504513,7.2,91,38.204158
"1382",35000000,60251371,6.8,123,9.525037
"1384",32000000,52277485,6.8,109,9.254647
"1388",34000000,48169908,7.2,202,19.822791
"1390",35000000,92219310,5.2,88,13.707843
"1391",35000000,91353501,6.2,92,51.927471
"1399",35000000,85416905,5.2,100,25.903237
"1401",35000000,77477008,5.7,106,18.38292
"1404",35000000,35323292,6.9,102,6.889633
"1408",40000000,68766121,5.5,113,17.157738
"1410",35000000,84606030,6,137,28.069419
"1411",35000000,72436439,6,110,19.774543
"1413",35000000,57120318,5.9,108,27.934978
"1414",35000000,32483410,5.9,101,12.677505
"1416",35000000,27107960,6.1,111,12.343507
"1417",35000000,36098382,5.8,102,14.699342
"1419",35000000,25105255,6.3,155,5.525544
"1423",30000000,68369434,5.5,104,25.454549
"1424",31000000,27388767,5.9,96,22.71592
"1425",35000000,50363790,7,123,35.120736
"1426",35000000,82087155,5.6,106,19.893646
"1427",35000000,19478106,5.2,76,14.051852
"1432",35000000,31083599,6.2,91,17.709888
"1434",35000000,29882645,6.5,132,10.10364
"1435",35000000,46216641,5.7,118,28.670477
"1436",31000000,41512007,6,98,16.736734
"1437",35000000,39340177,4.6,92,13.668633
"1440",35000000,63215872,6,92,9.789027
"1445",35000000,27409889,7,105,16.343317
"1453",35000000,61181942,6.9,123,37.335721
"1455",35000000,42064105,6.5,118,16.782471
"1468",34000000,32255440,7,139,9.133747
"1473",34000000,63013281,7.3,128,41.946523
"1477",35000000,27330000,6.5,141,15.50957
"1480",50000000,79958599,5.3,101,12.601306
"1488",30000000,27610873,6.6,118,16.541791
"1489",30000000,40346186,6.3,94,31.92695
"1492",30000000,22211426,5.8,108,21.538222
"1494",35000000,24159934,5.3,98,20.908494
"1498",0,60328000,6.7,101,21.620317
"1499",32000000,80197993,5.6,92,14.642055
"1502",29000000,50041732,6,103,14.993169
"1503",32000000,48814909,7,129,24.147269
"1505",35000000,21819348,5.7,90,18.84332
"1509",30000000,77566815,6.3,101,23.197408
"1513",32000000,60740827,6.9,96,34.628738
"1514",32000000,85167639,6.2,87,47.5612
"1516",28000000,30016165,5.6,90,6.201404
"1521",30000000,27437881,5.3,100,26.9385
"1526",31500000,89460381,8,153,49.973462
"1527",32000000,42045846,6,102,13.611544
"1534",31000000,24185781,6.4,101,7.06762
"1535",31000000,53208180,6.2,103,15.895661
"1564",30000000,74787599,5.9,132,3.845231
"1569",30000000,47042000,6.6,118,46.377628
"1574",45000000,92374674,6.7,109,24.694551
"1575",30000000,63833449,5.8,99,11.409124
"1578",19000000,69631118,5.3,95,8.584398
"1582",53000000,83282296,7.4,124,28.350529
"1584",30000000,70200000,5.6,107,19.578249
"1586",30000000,51132598,6.3,83,28.624038
"1593",30000000,45892212,6.2,125,11.19602
"1594",30000000,54819301,4.9,92,14.585968
"1596",0,42647449,7.2,118,8.305085
"1597",30000000,84025816,7.2,121,55.424027
"1600",25000000,65663276,7.4,112,82.052056
"1603",25000000,51842679,5.6,104,11.42943
"1604",30000000,53653224,7.1,113,32.26789
"1606",30000000,66486080,6.5,95,73.987775
"1607",30000000,84646831,3.7,84,10.608998
"1608",30000000,38413606,7.2,126,12.821329
"1609",27000000,38122105,6.4,101,30.131498
"1610",25000000,38748395,6.6,94,12.113235
"1611",30000000,63782078,6.5,111,31.191975
"1612",30000000,51376861,3.8,95,11.916389
"1613",30000000,36160375,5.7,98,20.355458
"1615",30000000,34742066,6.6,108,8.999675
"1616",30000000,41480851,6.5,125,9.278361
"1618",30000000,48428063,6.6,79,55.806402
"1619",30000000,63372757,6.4,106,48.237797
"1622",19000000,39267515,4.1,85,15.67747
"1624",0,31911598,6.4,139,13.064264
"1626",30000000,24048000,5.4,106,5.301589
"1627",0,60896147,4.8,95,20.252143
"1630",35000000,22034832,5.2,111,6.246199
"1631",30000000,53909751,5.7,124,27.71063
"1632",30000000,21800302,5,104,2.850896
"1633",30000000,51148651,6.9,133,34.421696
"1634",30000000,31070211,4.8,87,15.89534
"1635",30000000,35294470,6,109,18.706504
"1636",30000000,19204929,6,87,9.607391
"1641",35000000,25224242,6.8,126,12.779201
"1642",40000000,26155781,5.5,98,14.729386
"1644",37000000,37962774,5.1,110,11.374306
"1645",30000000,31148328,6.3,130,10.703602
"1649",17000000,24922237,6,106,18.27083
"1650",30000000,30536013,6.4,135,19.106154
"1655",25000000,30114487,4.7,102,12.10235
"1663",18000000,26828365,7.4,122,16.102271
"1669",30000000,35078241,6.3,92,8.386432
"1686",30000000,37036004,5.9,127,8.085872
"1689",30000000,33013805,6.6,113,18.165957
"1691",29000000,78636257,5.5,91,20.55509
"1694",12000000,24829644,4.9,87,12.653831
"1701",29000000,48902953,6.6,110,19.237254
"1704",28000000,92380927,6.4,99,24.917665
"1707",28000000,64445708,7,135,7.534003
"1712",30000000,90259536,7.1,90,45.915165
"1717",28000000,60780981,6.1,89,38.0958
"1719",28000000,39514713,6.4,96,18.650748
"1722",28000000,40547440,5.6,83,25.039383
"1723",28000000,33000337,4.6,99,6.756771
"1726",28000000,33139618,7.9,117,94.056131
"1727",28000000,31596911,6.5,139,10.703456
"1728",28000000,52597999,6,113,41.638961
"1729",21000000,54926886,6.5,117,14.518708
"1743",28000000,68896829,5.7,90,25.520976
"1748",8000000,27187653,6.9,163,9.548391
"1749",15000000,49469904,6.9,92,12.576381
"1750",27500000,24748670,6.2,120,12.741073
"1753",27000000,60527873,6.2,115,18.913
"1755",27000000,44352417,6,117,11.870301
"1758",27000000,56870414,5.5,82,11.678561
"1759",27000000,56308881,7.4,110,36.921445
"1760",27000000,21500000,7.3,193,17.567332
"1762",27000000,20158808,7,102,47.862016
"1763",27000000,27200316,7.2,100,39.324831
"1766",27000000,7.6e+07,5.9,113,3.123583
"1767",27000000,2.9e+07,6.1,109,23.917982
"1770",27000000,85564310,4.4,89,14.788073
"1774",27000000,21148829,6.3,106,17.193659
"1782",28000000,53181600,6.2,113,61.309619
"1785",26000000,65705772,6.8,121,21.988861
"1786",22000000,68296293,7,139,19.068175
"1787",26000000,61489265,6.3,115,24.114459
"1788",22000000,50750000,6.9,175,20.256571
"1789",26000000,57891803,6.2,85,8.802626
"1790",26000000,90426405,5.9,90,37.355826
"1795",26000000,38793283,4.9,94,5.894163
"1797",26000000,43318349,6.8,104,22.07638
"1798",26000000,28818995,5.2,100,10.925618
"1800",42000000,35402320,5.8,118,14.831402
"1801",26000000,29657751,6.1,111,22.520842
"1808",25530000,20080020,5.3,95,4.475007
"1809",26000000,30523226,6.3,116,66.097437
"1810",25000000,82466670,6.8,129,20.679652
"1815",25100000,29506464,6.1,131,10.445391
"1817",26000000,35926213,7.2,117,33.93914
"1826",25000000,80936232,5.6,83,12.739721
"1828",25000000,7.8e+07,5.8,88,15.505137
"1838",25000000,91036760,6,115,19.750059
"1839",2800000,60922980,7.2,111,25.939385
"1845",25000000,77278331,6.4,117,48.552871
"1847",26000000,90574188,6.7,94,29.342744
"1848",25000000,46836394,8.2,145,63.654244
"1849",28000000,58795814,5,102,11.859396
"1851",25000000,65884703,8,170,70.105981
"1856",25000000,77208711,7.9,158,37.817905
"1859",25000000,41604473,5.5,86,6.086083
"1862",25000000,70442940,5.6,97,25.838073
"1863",25000000,36351350,5.4,105,5.625632
"1864",25000000,38307627,6.6,124,17.312433
"1867",17000000,63102666,5.5,104,19.045146
"1868",25000000,59192128,5.5,101,21.729434
"1869",25000000,56489558,5.8,101,12.837116
"1871",20000000,33889159,6.4,105,10.81439
"1873",20000000,70992898,4.9,97,9.855474
"1875",25000000,66122026,7.1,114,29.533437
"1876",30000000,82150642,7.1,124,14.179538
"1878",25485000,29548291,6.9,144,9.795985
"1880",25000000,34942188,5.4,81,19.428994
"1882",25000000,28341469,8.5,142,136.747729
"1883",21150000,39438674,4.7,92,6.081772
"1885",25000000,39171130,5.7,111,22.622453
"1886",25000000,74188937,6.9,121,20.561682
"1887",25000000,27645491,5.9,98,13.288177
"1888",30000000,42886719,6.5,107,19.212552
"1889",23000000,46152800,7.2,106,29.365851
"1891",25000000,22200000,6.2,97,8.870614
"1893",25000000,23580000,6.2,97,24.903418
"1894",25000000,36993168,5.4,99,14.562197
"1895",25000000,40452643,6,103,18.896239
"1897",25000000,20796847,6.5,93,25.848003
"1903",30000000,33333531,5.4,115,21.606001
"1905",25000000,24362772,4.3,108,3.707511
"1906",25000000,19829957,5.2,107,7.001176
"1907",25000000,30411183,6.3,108,39.784026
"1910",25000000,42972994,6.7,131,32.854557
"1918",25000000,24902723,6,120,10.699952
"1921",25000000,23057115,7.7,140,51.915025
"1923",0,2.5e+07,6.6,254,5.529035
"1927",14000000,85446075,5.8,92,21.680424
"1939",25000000,19844979,6.4,121,17.603823
"1941",25000000,27603069,7,80,20.011435
"1943",0,34153101,6.1,91,5.987486
"1949",25000000,48531470,7.1,154,15.279021
"1953",25000000,71009334,5,117,35.022029
"1958",14000000,34670720,7,119,14.480628
"1966",8200000,80035402,6.4,107,25.03414
"1968",24000000,41895491,7.2,137,16.146572
"1969",65000000,40002112,5.1,100,20.793026
"1970",24000000,36609995,6.1,115,5.771479
"1978",24000000,21049053,5.9,134,2.753313
"1982",24000000,83188165,5.3,88,23.343839
"1994",23000000,53302314,6.4,98,38.799596
"1999",23000000,36642838,6.3,97,11.183197
"2003",23000000,33372606,5.6,93,26.257951
"2004",23000000,51881013,3.5,89,12.777008
"2009",23000000,29541790,6.6,124,15.676123
"2016",22700000,38119483,6.7,96,39.890798
"2021",20000000,75597042,6.5,127,11.263361
"2029",22000000,67800064,5.9,138,9.175762
"2031",22000000,57479076,6.1,108,17.7091
"2032",22000000,35424826,6,108,17.772518
"2037",22000000,19351569,5.4,90,12.887673
"2040",22000000,33788161,6.4,104,21.865021
"2041",30000000,23619609,5.4,106,9.448517
"2042",22000000,63647656,5.7,106,39.006187
"2044",22000000,43058898,6.4,100,35.737655
"2051",25000000,72629670,5.2,96,25.002715
"2053",21000000,26193068,7.2,145,13.906611
"2065",22000000,2.4e+07,6,106,14.866351
"2066",17000000,73244881,5.6,111,15.013386
"2067",18000000,70687344,5.5,136,8.700565
"2070",21000000,4.2e+07,5.1,96,10.207065
"2071",32000000,40222729,6.3,106,5.683281
"2073",21000000,41170784,7.5,123,17.746981
"2074",0,3.7e+07,7,134,1.934524
"2084",35000000,69701637,5.9,114,4.189378
"2089",38000000,29907685,5,90,9.662715
"2107",20000000,57588485,6.2,118,4.748929
"2109",20000000,5.3e+07,7.5,105,47.51363
"2112",1800000,41158757,7.4,104,15.978136
"2116",20000000,66787908,7.4,127,29.023184
"2118",20000000,67192859,4.6,89,11.62423
"2120",30000000,45554533,6.3,77,9.829859
"2121",20000000,41596251,6.7,123,29.295801
"2122",20000000,43967255,6.8,111,14.136476
"2124",20000000,88346473,7.8,128,41.503588
"2125",20000000,27640028,5.9,110,20.495749
"2126",20000000,39143839,5.2,102,13.906944
"2127",20000000,37672350,6,124,2.003047
"2129",20000000,41237648,5.8,115,11.203335
"2132",20000000,6e+07,7,127,6.92592
"2135",19800000,41296320,6.5,103,20.311684
"2137",32000000,50907422,6.6,98,26.509175
"2138",20000000,47241945,5.3,92,26.497025
"2140",20000000,78378744,4.6,86,36.819044
"2141",20000000,31678778,6.2,158,7.902536
"2142",20000000,54586584,7.1,128,30.909699
"2144",35000000,68349884,5.3,91,27.724913
"2145",19000000,35387212,6,108,17.971883
"2146",20000000,67200000,6.3,108,25.041992
"2148",20000000,45636368,6.3,113,14.857884
"2149",30000000,47126295,7,113,23.982956
"2152",20000000,64822796,6.6,112,30.387754
"2153",20000000,72258126,7.9,108,56.481487
"2155",20000000,65569869,6.3,109,18.666876
"2158",20000000,51416464,6,98,28.019226
"2159",20000000,49779728,5.9,104,16.176976
"2161",9000000,27105095,5.3,100,4.34503
"2164",20000000,37597471,5.2,97,15.804814
"2166",40000000,28972508,5.1,89,4.100942
"2167",20000000,21284514,6.7,106,12.309715
"2168",20000000,83707310,7.1,96,62.933899
"2171",806948,3.2e+07,8.2,109,93.067866
"2172",20000000,36620508,5.4,101,17.145287
"2173",20000000,34077920,6.7,103,27.256849
"2178",20000000,22222308,7.1,124,20.82778
"2179",15000000,56255142,7.8,148,43.644978
"2181",20000000,52302796,5,94,23.292761
"2187",20000000,73276047,7.3,128,10.446722
"2188",20000000,60427839,7.2,124,32.243357
"2194",19500000,34854990,6.2,111,15.012237
"2198",20000000,30426096,6.2,106,19.220789
"2199",20000000,32204030,5.8,95,35.232278
"2201",20000000,34560577,5.9,96,35.542809
"2204",30000000,27674124,6.4,101,5.133744
"2209",20000000,24145613,6.7,116,19.705311
"2225",8000000,2e+07,6.5,149,0.709143
"2285",19000000,44017374,8.1,144,78.699993
"2287",19000000,40846082,5.5,93,13.664614
"2290",19000000,49830607,5.9,101,27.494037
"2294",20000000,54956140,6.2,101,28.867568
"2298",0,76586316,7.4,131,57.84156
"2300",19000000,29922472,6.4,100,21.959742
"2309",15000000,46770602,6,93,15.262492
"2318",18000000,8.7e+07,6.4,105,15.314027
"2321",16000000,19682924,3.7,110,33.452469
"2323",18000000,65070412,5.6,106,6.501815
"2325",16500000,67683989,6.5,94,36.15716
"2326",18000000,88923251,5.5,94,16.027955
"2327",21000000,72417394,6.3,99,14.329891
"2329",18000000,51973029,7.8,160,31.82675
"2334",18000000,41382841,5.9,103,12.243887
"2337",15000000,76286096,6.9,111,17.50138
"2340",1000000,21378361,6.4,89,14.518598
"2341",18000000,47088990,6.9,106,19.234672
"2343",0,24007324,5.6,86,10.529143
"2346",18000000,36133014,5.6,109,13.472365
"2349",18000000,35692920,7,94,52.464877
"2352",17000000,2.4e+07,5.4,107,9.191187
"2355",30000000,34441873,6.8,122,53.670525
"2359",21000000,28008462,6.2,109,7.047975
"2363",18000000,25312387,5.7,94,9.633711
"2370",18000000,20275812,6.7,111,17.683563
"2375",25000000,20719451,6.8,117,1.876811
"2378",18000000,22309223,6.7,116,13.916583
"2388",3500000,3.4e+07,6.9,96,18.025206
"2397",15000000,51053787,5.9,80,23.980329
"2398",17500000,3.8e+07,7.5,121,28.60542
"2405",17000000,72070731,7.4,170,20.786616
"2409",17500000,19179969,5.8,110,14.304444
"2410",300000,7e+07,7.4,91,30.301307
"2412",17000000,71625195,6.7,123,7.210095
"2417",17000000,43165571,6,86,24.054062
"2418",15000000,69623713,6.1,107,35.107857
"2422",20000000,21170563,6,105,5.422285
"2429",17000000,29536299,6.2,133,18.790102
"2432",17000000,20455276,5.6,95,5.787891
"2439",40000000,86915017,7.1,110,36.960953
"2449",15000000,43848069,7,126,24.898687
"2451",16500000,37311672,6.9,120,18.236284
"2457",16000000,53977250,7.4,129,7.980632
"2461",16000000,76514050,4.8,87,15.788784
"2462",16000000,68263166,7.6,94,41.083914
"2466",19000000,83258226,7.6,118,90.809408
"2470",17700000,30987695,5.5,91,15.976335
"2471",15000000,30102717,5.3,110,10.484642
"2472",12000000,80573774,7.4,121,38.623178
"2473",16000000,50007546,4.6,114,8.8321
"2476",16000000,20627372,5.4,94,9.119797
"2478",16000000,31556061,5.3,100,32.257414
"2496",20000000,24261569,6.5,101,38.802415
"2498",11000000,53191886,6.8,106,18.923181
"2502",16000000,47801389,7.7,93,43.217089
"2525",15000000,67182787,7.2,125,3.826685
"2526",15000000,75700498,5.9,92,21.095489
"2528",15000000,61399552,7.1,98,22.838834
"2531",15000000,73326666,7.1,92,58.553213
"2532",15000000,55184721,6.1,113,2.005111
"2535",15000000,66966987,5.4,87,4.688212
"2536",15000000,52970014,5.6,88,9.125594
"2539",17000000,55534455,5.7,94,11.927667
"2540",35000000,42930462,5.8,112,30.556135
"2541",15000000,61548707,5.9,98,31.565117
"2542",15000000,40283321,6.2,104,21.535126
"2544",15000000,44862187,6.6,104,19.284129
"2545",16000000,66468332,5.5,89,23.423082
"2546",7000000,48126384,7.2,109,49.517264
"2547",15000000,35007180,5.8,106,11.375032
"2550",15000000,33771174,6.9,120,6.857923
"2551",15000000,69995385,7.8,216,41.286336
"2552",15000000,39421467,5.1,105,12.929525
"2553",15000000,52501541,7,115,42.952942
"2554",15000000,32721635,6.2,110,19.760383
"2555",15000000,47175038,6.2,88,10.194097
"2556",13000000,37664855,4.5,94,11.045593
"2558",15000000,30226144,6.9,126,10.84158
"2559",15000000,78054825,7.4,100,49.294864
"2560",15000000,29331068,5.1,89,7.424798
"2561",15000000,46905889,5.6,111,5.164281
"2562",15000000,64238440,6.5,100,34.759855
"2563",15000000,30127963,6.3,115,7.297757
"2564",14000000,32645546,6.1,106,3.334804
"2565",20000000,27728118,7.4,124,2.027393
"2566",0,28084357,6.9,107,13.817269
"2567",15000000,40105542,4.7,99,13.237835
"2569",15000000,24769466,6.3,101,19.517239
"2570",15000000,85306374,7.3,124,30.669913
"2573",15000000,43101594,7.5,155,19.85579
"2575",15000000,2.1e+07,6.1,95,3.043589
"2579",20000000,22165608,5,92,7.679336
"2580",15000000,20566327,6,94,18.268009
"2581",15000000,20529194,5.9,117,7.809701
"2586",15000000,4.2e+07,7.2,131,47.006162
"2589",15000000,31554855,6.5,121,26.708193
"2592",15000000,22730842,6.7,85,0.335195
"2608",15000000,46189568,7.8,117,49.230089
"2617",15000000,34533783,7.4,107,25.329493
"2622",15000000,35097815,6.8,92,21.857387
"2675",13000000,75511123,6.1,114,6.92205
"2677",14000000,72527595,5.6,99,12.159009
"2679",14000000,34793160,6.5,107,13.13724
"2683",14000000,27515786,6.9,109,3.650857
"2684",14000000,25482931,5.8,95,5.102258
"2685",14000000,19800000,4.5,100,6.772615
"2690",14000000,21409028,5.7,103,6.733485
"2692",12000000,21001563,5.8,117,2.238646
"2701",14000000,19777647,7.4,112,13.65494
"2720",13500000,29027914,6.9,107,9.982885
"2723",15000000,19422261,6.7,110,32.306455
"2725",18339750,92180910,7.7,156,32.445895
"2726",12806000,38535221,7.2,125,17.363739
"2732",13000000,47542841,8.3,200,105.792936
"2733",13000000,91038276,6.3,112,9.969624
"2734",7000000,72500000,5.8,99,17.113408
"2735",16000000,7.7e+07,6.7,117,10.248439
"2736",13000000,73180723,5.2,83,25.316146
"2739",12500000,49002684,6,100,11.828068
"2747",12000000,36450736,3.3,97,4.580081
"2748",13000000,27007143,6.1,91,6.425528
"2750",13000000,35763605,5.8,84,16.681567
"2753",15000000,36869414,7.6,108,95.130041
"2754",13000000,22863596,7.3,112,27.546914
"2756",13000000,45300000,5.7,89,17.371327
"2758",19000000,68673228,7.2,141,24.47248
"2761",6000000,35401758,8.1,117,66.11334
"2764",13000000,27500000,5.7,94,4.742537
"2769",13000000,48065672,5.7,93,35.522027
"2777",13000000,33400000,7.7,102,43.444135
"2786",0,33082548,5.3,90,1.714972
"2788",12000000,55260558,7.1,100,6.537986
"2799",12500000,20416563,7.7,94,34.821223
"2800",12800000,40031879,7.6,140,22.022228
"2804",20000000,31327899,6.3,105,26.396191
"2806",12300000,84460846,7,69,28.670193
"2813",25000000,79817939,5.6,94,15.26213
"2818",12000000,79567667,7,114,23.161754
"2819",12000000,68706993,7,113,19.195399
"2820",12000000,81272766,6.3,110,21.958055
"2824",12000000,43493123,6.2,107,26.219598
"2826",12000000,30400000,6.2,132,3.389249
"2827",5000000,42365581,6.6,116,14.779537
"2828",12000000,61141030,4.7,93,6.703319
"2830",12000000,89800000,7.3,172,21.933822
"2831",12000000,52223306,6.6,96,20.624896
"2832",12000000,40855419,5.5,89,8.083995
"2833",12000000,56309766,5.5,98,11.135734
"2834",12000000,31179516,4.7,97,4.623609
"2835",12000000,31155435,6.3,93,11.510281
"2836",0,27281507,7.2,85,15.085981
"2837",12000000,56298474,7.3,123,18.422327
"2838",12000000,32726956,6.5,93,8.410688
"2840",12000000,22921898,6.9,121,18.422008
"2841",0,25434291,6.3,102,15.896312
"2842",12000000,5.4e+07,5.4,102,8.61659
"2843",12000000,21133087,6.5,99,6.044161
"2847",12000000,23006849,5.8,104,16.931846
"2848",12000000,85512300,6.1,109,64.610671
"2854",12000000,42931041,6.6,88,47.992817
"2857",0,21520719,6.1,100,10.409253
"2861",14000000,8.5e+07,7.9,149,26.967494
"2863",0,87100449,7.8,123,74.817641
"2865",12000000,35485056,6.1,100,16.40512
"2866",12000000,32248241,6.4,106,32.940597
"2878",11000000,88489643,6.7,119,27.65527
"2885",12000000,19271312,6.9,129,12.664787
"2906",10000000,83557872,7.7,103,53.595686
"2908",11500000,57469467,6.4,103,20.747994
"2919",11000000,72778712,6.4,95,11.227087
"2920",11000000,64088552,7.3,120,19.231507
"2923",11000000,49797148,6.6,107,7.559192
"2926",11000000,41227069,7.5,101,33.283554
"2928",10500000,75902208,6.6,97,23.449703
"2930",11000000,31672907,6.5,92,14.282314
"2931",11000000,38105395,7.4,114,7.645979
"2933",12000000,37170057,5.9,91,7.558959
"2936",11000000,62076141,7.2,111,39.337949
"2937",11000000,2e+07,7.7,184,29.543331
"2940",11000000,59520298,6.3,98,7.722021
"2941",11000000,23430766,4.9,95,7.063053
"2947",11000000,3e+07,7.5,118,33.282794
"2952",11000000,32935319,7.2,105,36.319205
"2967",10500000,68700000,7.9,149,86.201184
"2979",10000000,85300000,6.5,106,10.892398
"2980",28000000,90449929,5.8,98,14.754281
"2985",6000000,57231524,6,110,5.882208
"2987",10000000,50100000,7.2,178,19.524972
"2988",10000000,50752337,6.4,101,8.932837
"2995",10000000,44460850,6.6,83,5.699058
"2996",12305523,36230219,5.9,107,36.582038
"2997",10000000,57500000,6.4,90,34.224204
"2998",10000000,64188367,5.8,97,38.179483
"2999",10000000,33583175,5.8,80,30.934688
"3000",20000000,33526835,6,85,7.499639
"3002",10000000,25754284,6.4,108,4.928777
"3003",10000000,32101000,5.4,108,10.125029
"3004",9000000,32973937,6.4,89,20.452449
"3005",10000000,30652890,6.8,130,14.543435
"3007",10000000,29450919,6.2,101,12.902975
"3008",15000000,30050028,6.3,114,6.216203
"3010",8500000,34411240,5,84,4.844451
"3011",12000000,38368909,5.3,103,9.559737
"3012",10000000,25605015,6.1,100,11.350382
"3013",10000000,33697647,6.9,91,13.455373
"3015",10000000,20766616,6.9,103,16.78512
"3016",10000000,52882018,5.4,97,26.090495
"3019",10000000,42333295,5.8,98,22.888173
"3025",10000000,66821036,4.7,100,26.268209
"3026",10000000,85978266,6.3,122,17.592299
"3032",12600000,28650575,6,84,33.555764
"3035",10000000,21587700,7,130,17.663353
"3036",10000000,20342161,5.6,84,4.207456
"3040",6400000,35057696,6.6,99,21.006078
"3043",5000000,58978653,6.7,108,27.247013
"3048",10000000,28883511,6.8,105,28.570174
"3054",6000000,32438988,4.4,90,35.350303
"3058",20000000,23875127,8.2,119,73.567232
"3067",9000000,21571189,6.5,121,12.172131
"3096",10000000,21786738,6,111,10.733761
"3142",11000000,59827328,6.4,98,9.337388
"3146",8900000,19839492,7.5,127,17.151293
"3149",9400000,6e+07,7,163,14.562991
"3150",12899867,85582407,7.3,121,19.747809
"3156",7400000,21817298,7,136,36.173598
"3160",85000,30859000,7.2,83,29.262427
"3162",9000000,83304330,7.4,181,7.623979
"3166",9000000,41590886,6.9,118,6.717994
"3167",9000000,34573780,6.8,120,3.951041
"3168",9000000,44196684,6.3,87,27.600843
"3169",9000000,24538513,7.3,123,14.098952
"3172",9000000,23936908,6.6,88,18.514292
"3175",40600000,90400000,7.1,116,34.022209
"3176",9000000,21510851,4.8,84,4.134327
"3207",0,20374201,7.9,127,14.038703
"3211",8500000,32222567,6.8,97,24.750909
"3214",8500000,22456509,5.6,96,11.436405
"3218",12000000,20138836,6.8,122,3.604863
"3219",8500000,43528634,6.8,100,40.28709
"3224",12000000,42345360,7.7,145,14.719886
"3234",0,76657000,7,97,10.639916
"3235",8500000,38697217,7.6,117,89.095538
"3240",8000000,52287414,7.8,89,51.109279
"3241",5000000,82719885,7.1,113,45.490374
"3243",8000000,4.3e+07,7.2,111,26.356697
"3244",8000000,27362712,7,109,3.501158
"3246",8000000,39187783,7,100,33.372828
"3248",8000000,26049082,6.1,94,37.821106
"3252",6500000,81974493,6.5,142,25.289665
"3254",8000000,22593409,5.8,91,4.482714
"3257",8000000,29010817,5.2,97,13.987772
"3263",0,25288872,6.6,93,14.969093
"3264",8000000,74952305,6.7,92,45.395839
"3283",8000000,63464861,7.3,104,35.735689
"3304",7800000,22441323,6.4,102,11.000654
"3310",7500000,32392047,6.5,91,17.318839
"3312",6500000,24793509,7.1,92,29.01153
"3313",10200000,35619521,5.6,93,20.745052
"3314",7500000,26096852,6.8,100,16.990308
"3340",7500000,60722734,7.2,95,45.610993
"3346",0,55447968,6.7,112,29.173266
"3347",6600000,37710610,6,112,4.492455
"3348",7000000,54600000,6.8,93,17.717681
"3349",7000000,49084830,6.8,114,17.434862
"3350",7000000,25405445,6.8,104,25.511217
"3351",9000000,2.5e+07,6.6,119,12.268143
"3353",7000000,20256975,4.9,96,6.872784
"3355",0,21268532,7.5,46,1.830306
"3363",7000000,31430334,6.6,105,23.612409
"3375",7000000,29385320,7.4,192,3.721858
"3405",0,41410568,7,115,14.574995
"3414",6900000,44287131,5.6,101,25.613197
"3421",6500000,57504069,7.4,112,17.705671
"3422",6500000,54215416,6.8,108,6.847099
"3424",6500000,31899000,6.8,105,11.208769
"3426",6500000,28451622,7,98,11.142389
"3441",4800000,79384880,7.4,121,11.086001
"3451",6000000,43656822,7,152,23.431117
"3452",6000000,39846344,6.6,98,15.929648
"3454",6000000,25059640,7.1,106,5.537646
"3456",8000000,22168359,5.5,89,12.654051
"3457",5000000,38275483,5.9,92,35.108498
"3459",6000000,20400000,6.2,144,7.60445
"3467",6000000,5.8e+07,6.5,99,15.639016
"3478",6000000,19560274,6.8,96,19.411141
"3519",6000000,27165581,6.8,108,11.81832
"3528",5500000,58972904,6.8,123,10.439971
"3539",6500000,37295445,7.6,120,15.580335
"3558",5000000,64282312,6.1,87,14.752587
"3562",5000000,44793222,6.5,96,17.304055
"3565",4100000,3.6e+07,6.4,135,4.028875
"3566",5000000,41833347,6.7,113,6.470766
"3567",11000000,34872033,5.1,89,16.856231
"3568",8000000,60378584,7,110,19.683187
"3569",5000000,28200000,6.8,127,9.358197
"3570",5000000,86362372,5.2,84,19.984477
"3571",5000000,26010864,7.9,124,30.271066
"3572",5000000,55198285,7.9,117,59.454473
"3573",3300000,64110728,5.1,83,20.304235
"3574",9000000,39723096,8.1,113,60.715151
"3575",5000000,44030246,6.3,104,35.871248
"3576",5000000,26888376,6.9,97,18.077963
"3578",4600000,23198652,7.1,103,32.14444
"3580",3500000,20659423,6.8,104,3.656491
"3590",5000000,43884652,7.5,99,35.307577
"3592",5000000,19905359,6.4,99,7.058868
"3595",5000000,31724284,5,94,62.554173
"3598",4000000,30039392,7.5,99,49.12486
"3607",5000000,54418872,6.7,103,38.006982
"3610",20000000,21164799,4.3,92,14.947588
"3629",4000000,41424067,6.5,120,4.992475
"3676",1000000,24475416,7.4,135,14.805264
"3678",4800000,80578934,5.7,94,38.83192
"3696",4500000,58853106,5.8,104,22.585384
"3698",4500000,27092880,7,90,20.403344
"3712",0,23803308,7.4,115,17.074843
